Year,Date,Subregion,Habitat,SiteID,SiteName,StationID,SPP_Code,sciName,Height(cm)
2011,6/29/2011,DT,P,27,The Maze,272,PFLE,Eunicea flexuosa,18
2011,6/29/2011,DT,P,27,The Maze,272,ECAL,Eunicea calyculata,25
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,24
2011,6/29/2011,DT,P,27,The Maze,272,PAME,Pseudopterogorgia americana,25
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,38
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,30
2011,6/29/2011,DT,P,27,The Maze,272,PAME,Pseudopterogorgia americana,65
2011,6/29/2011,DT,P,27,The Maze,272,PAME,Pseudopterogorgia americana,41
2011,6/29/2011,DT,P,27,The Maze,272,PAME,Pseudopterogorgia americana,24
2011,6/29/2011,DT,P,27,The Maze,272,PFLE,Eunicea flexuosa,40
2011,6/29/2011,DT,P,27,The Maze,272,PFLE,Eunicea flexuosa,36
2011,6/29/2011,DT,P,27,The Maze,272,PPOR,Pseudoplexaura porosa,12
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,35
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,11
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,5
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,9
2011,6/29/2011,DT,P,27,The Maze,272,ECAL,Eunicea calyculata,70
2011,6/29/2011,DT,P,27,The Maze,272,ECAL,Eunicea calyculata,43
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,47
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,12
2011,6/29/2011,DT,P,27,The Maze,272,GVEN,Gorgonia ventalina,4
2011,6/29/2011,DT,P,27,The Maze,272,PAME,Pseudopterogorgia americana,16
2011,6/29/2011,DT,P,27,The Maze,272,PFLE,Eunicea flexuosa,33
2011,6/29/2011,DT,P,27,The Maze,273,PFLE,Eunicea flexuosa,6
2011,6/29/2011,DT,P,27,The Maze,273,PAME,Pseudopterogorgia americana,7
2011,6/29/2011,DT,P,27,The Maze,273,PFLE,Eunicea flexuosa,11
2011,6/29/2011,DT,P,27,The Maze,273,PAME,Pseudopterogorgia americana,24
2011,6/29/2011,DT,P,27,The Maze,273,ECAL,Eunicea calyculata,11
2011,6/29/2011,DT,P,27,The Maze,273,PFLE,Eunicea flexuosa,28
2011,6/29/2011,DT,P,27,The Maze,273,PAME,Pseudopterogorgia americana,33
2011,6/29/2011,DT,P,27,The Maze,273,PAME,Pseudopterogorgia americana,42
2011,6/29/2011,DT,P,27,The Maze,273,PAME,Pseudopterogorgia americana,53
2011,6/29/2011,DT,P,27,The Maze,273,PFLE,Eunicea flexuosa,10
2011,6/29/2011,DT,P,27,The Maze,273,PFLE,Eunicea flexuosa,35
2011,6/29/2011,DT,P,27,The Maze,274,PFLE,Eunicea flexuosa,16
2011,6/29/2011,DT,P,27,The Maze,274,PFLE,Eunicea flexuosa,20
2011,6/29/2011,DT,P,27,The Maze,274,PFLE,Eunicea flexuosa,52
2011,6/29/2011,DT,P,27,The Maze,274,PAME,Pseudopterogorgia americana,55
2011,6/29/2011,DT,P,27,The Maze,274,GVEN,Gorgonia ventalina,42
2011,6/29/2011,DT,P,27,The Maze,274,PFLE,Eunicea flexuosa,75
2011,6/29/2011,DT,P,27,The Maze,274,PAME,Pseudopterogorgia americana,51
2011,6/29/2011,DT,P,27,The Maze,274,PAME,Pseudopterogorgia americana,7
2011,6/29/2011,DT,P,27,The Maze,274,PFLE,Eunicea flexuosa,19
2011,6/29/2011,DT,P,27,The Maze,274,PAME,Pseudopterogorgia americana,33
2011,6/29/2011,DT,P,27,The Maze,274,PAME,Pseudopterogorgia americana,47
2011,6/29/2011,DT,P,27,The Maze,274,PAME,Pseudopterogorgia americana,45
2011,6/29/2011,DT,P,27,The Maze,274,GVEN,Gorgonia ventalina,25
2011,6/29/2011,DT,P,27,The Maze,274,PAME,Pseudopterogorgia americana,20
2011,6/29/2011,DT,P,27,The Maze,274,PFLE,Eunicea flexuosa,18
2011,6/29/2011,DT,P,27,The Maze,274,PFLE,Eunicea flexuosa,47
2011,6/29/2011,DT,P,27,The Maze,274,GVEN,Gorgonia ventalina,19
2011,6/29/2011,DT,P,27,The Maze,274,PAME,Pseudopterogorgia americana,50
2011,6/29/2011,DT,P,27,The Maze,274,GVEN,Gorgonia ventalina,70
2011,6/29/2011,DT,P,27,The Maze,274,GVEN,Gorgonia ventalina,15
2011,6/29/2011,DT,P,27,The Maze,274,GVEN,Gorgonia ventalina,28
2011,6/29/2011,DT,P,27,The Maze,274,GVEN,Gorgonia ventalina,20
2011,6/29/2011,DT,P,27,The Maze,274,GVEN,Gorgonia ventalina,30
2011,6/29/2011,DT,P,27,The Maze,274,PAME,Pseudopterogorgia americana,45
2011,6/29/2011,DT,P,27,The Maze,274,PFLE,Eunicea flexuosa,20
2011,6/29/2011,DT,P,27,The Maze,274,GVEN,Gorgonia ventalina,50
2011,6/28/2011,DT,P,29,Texas Rock,291,PFLE,Eunicea flexuosa,19
2011,6/28/2011,DT,P,29,Texas Rock,291,PAME,Pseudopterogorgia americana,65
2011,6/28/2011,DT,P,29,Texas Rock,291,PAME,Pseudopterogorgia americana,57
2011,6/28/2011,DT,P,29,Texas Rock,291,GVEN,Gorgonia ventalina,45
2011,6/28/2011,DT,P,29,Texas Rock,291,GVEN,Gorgonia ventalina,23
2011,6/28/2011,DT,P,29,Texas Rock,292,PAME,Pseudopterogorgia americana,41
2011,6/28/2011,DT,P,29,Texas Rock,292,PFLE,Eunicea flexuosa,12
2011,6/28/2011,DT,P,29,Texas Rock,292,PAME,Pseudopterogorgia americana,53
2011,6/28/2011,DT,P,29,Texas Rock,292,PAME,Pseudopterogorgia americana,14
2011,6/28/2011,DT,P,29,Texas Rock,294,PAME,Pseudopterogorgia americana,25
2011,6/28/2011,DT,P,29,Texas Rock,294,PFLE,Eunicea flexuosa,15
2011,6/28/2011,DT,P,29,Texas Rock,294,GVEN,Gorgonia ventalina,17
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,64
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,13
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,31
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,42
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,24
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,12
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,15
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,21
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,15
2011,6/26/2011,DT,P,41,White Shoal,411,ECAL,Eunicea calyculata,32
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,14
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,51
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,15
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,38
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,50
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,17
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,22
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,31
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,16
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,12
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,14
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,13
2011,6/26/2011,DT,P,41,White Shoal,411,GVEN,Gorgonia ventalina,61
2011,6/26/2011,DT,P,41,White Shoal,411,PAME,Pseudopterogorgia americana,9
2011,6/26/2011,DT,P,41,White Shoal,412,PAME,Pseudopterogorgia americana,40
2011,6/26/2011,DT,P,41,White Shoal,412,PAME,Pseudopterogorgia americana,16
2011,6/26/2011,DT,P,41,White Shoal,412,PAME,Pseudopterogorgia americana,52
2011,6/26/2011,DT,P,41,White Shoal,412,PAME,Pseudopterogorgia americana,20
2011,6/26/2011,DT,P,41,White Shoal,412,GVEN,Gorgonia ventalina,8
2011,6/26/2011,DT,P,41,White Shoal,412,PAME,Pseudopterogorgia americana,19
2011,6/26/2011,DT,P,41,White Shoal,412,PFLE,Eunicea flexuosa,20
2011,6/26/2011,DT,P,41,White Shoal,412,PAME,Pseudopterogorgia americana,61
2011,6/26/2011,DT,P,41,White Shoal,412,ECAL,Eunicea calyculata,40
2011,6/26/2011,DT,P,41,White Shoal,412,PAME,Pseudopterogorgia americana,29
2011,6/26/2011,DT,P,41,White Shoal,413,PAME,Pseudopterogorgia americana,15
2011,6/26/2011,DT,P,41,White Shoal,413,PAME,Pseudopterogorgia americana,35
2011,6/26/2011,DT,P,41,White Shoal,413,PFLE,Eunicea flexuosa,27
2011,6/26/2011,DT,P,41,White Shoal,413,PAME,Pseudopterogorgia americana,21
2011,6/26/2011,DT,P,41,White Shoal,413,PAME,Pseudopterogorgia americana,59
2011,6/26/2011,DT,P,41,White Shoal,413,GVEN,Gorgonia ventalina,10
2011,6/26/2011,DT,P,41,White Shoal,413,PAME,Pseudopterogorgia americana,21
2011,6/26/2011,DT,P,41,White Shoal,413,PAME,Pseudopterogorgia americana,12
2011,6/26/2011,DT,P,41,White Shoal,413,PAME,Pseudopterogorgia americana,20
2011,6/26/2011,DT,P,41,White Shoal,413,ECAL,Eunicea calyculata,35
2011,6/26/2011,DT,P,41,White Shoal,413,GVEN,Gorgonia ventalina,16
2011,6/26/2011,DT,P,41,White Shoal,413,PAME,Pseudopterogorgia americana,25
2011,6/26/2011,DT,P,41,White Shoal,413,PFLE,Eunicea flexuosa,20
2011,6/26/2011,DT,P,41,White Shoal,413,ECAL,Eunicea calyculata,38
2011,6/26/2011,DT,P,41,White Shoal,414,PPOR,Pseudoplexaura porosa,19
2011,6/26/2011,DT,P,41,White Shoal,414,GVEN,Gorgonia ventalina,20
2011,6/26/2011,DT,P,41,White Shoal,414,PPOR,Pseudoplexaura porosa,8
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,60
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,25
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,8
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,16
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,14
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,7
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,10
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,52
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,30
2011,6/26/2011,DT,P,41,White Shoal,414,PPOR,Pseudoplexaura porosa,10
2011,6/26/2011,DT,P,41,White Shoal,414,PPOR,Pseudoplexaura porosa,23
2011,6/26/2011,DT,P,41,White Shoal,414,PPOR,Pseudoplexaura porosa,12
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,73
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,39
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,50
2011,6/26/2011,DT,P,41,White Shoal,414,GVEN,Gorgonia ventalina,14
2011,6/26/2011,DT,P,41,White Shoal,414,GVEN,Gorgonia ventalina,20
2011,6/26/2011,DT,P,41,White Shoal,414,PPOR,Pseudoplexaura porosa,36
2011,6/26/2011,DT,P,41,White Shoal,414,PFLE,Eunicea flexuosa,27
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,65
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,25
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,20
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,60
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,48
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,17
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,64
2011,6/26/2011,DT,P,41,White Shoal,414,PPOR,Pseudoplexaura porosa,32
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,75
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,35
2011,6/26/2011,DT,P,41,White Shoal,414,GVEN,Gorgonia ventalina,25
2011,6/26/2011,DT,P,41,White Shoal,414,PFLE,Eunicea flexuosa,12
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,43
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,65
2011,6/26/2011,DT,P,41,White Shoal,414,GVEN,Gorgonia ventalina,20
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,41
2011,6/26/2011,DT,P,41,White Shoal,414,PFLE,Eunicea flexuosa,62
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,30
2011,6/26/2011,DT,P,41,White Shoal,414,PPOR,Pseudoplexaura porosa,16
2011,6/26/2011,DT,P,41,White Shoal,414,PAME,Pseudopterogorgia americana,32
2011,6/26/2011,DT,P,41,White Shoal,414,PFLE,Eunicea flexuosa,32
2011,6/26/2011,DT,P,41,White Shoal,414,ECAL,Eunicea calyculata,17
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,46
2011,7/1/2011,DT,P,44,Temptation Rock,441,PPOR,Pseudoplexaura porosa,13
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,35
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,27
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,29
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,35
2011,7/1/2011,DT,P,44,Temptation Rock,441,PPOR,Pseudoplexaura porosa,13
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,15
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,41
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,52
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,18
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,22
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,29
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,49
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,43
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,4
2011,7/1/2011,DT,P,44,Temptation Rock,441,PFLE,Eunicea flexuosa,42
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,43
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,17
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,37
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,60
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,28
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,50
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,35
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,11
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,10
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,27
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,38
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,16
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,15
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,28
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,40
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,10
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,25
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,60
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,20
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,20
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,28
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,30
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,24
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,65
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,6
2011,7/1/2011,DT,P,44,Temptation Rock,441,PPOR,Pseudoplexaura porosa,17
2011,7/1/2011,DT,P,44,Temptation Rock,441,GVEN,Gorgonia ventalina,45
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,50
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,70
2011,7/1/2011,DT,P,44,Temptation Rock,441,ECAL,Eunicea calyculata,17
2011,7/1/2011,DT,P,44,Temptation Rock,441,PPOR,Pseudoplexaura porosa,8
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,35
2011,7/1/2011,DT,P,44,Temptation Rock,441,PAME,Pseudopterogorgia americana,11
2011,7/1/2011,DT,P,44,Temptation Rock,442,PFLE,Eunicea flexuosa,7
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,62
2011,7/1/2011,DT,P,44,Temptation Rock,442,GVEN,Gorgonia ventalina,17
2011,7/1/2011,DT,P,44,Temptation Rock,442,GVEN,Gorgonia ventalina,19
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,62
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,22
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,18
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,71
2011,7/1/2011,DT,P,44,Temptation Rock,442,GVEN,Gorgonia ventalina,51
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,36
2011,7/1/2011,DT,P,44,Temptation Rock,442,GVEN,Gorgonia ventalina,23
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,61
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,47
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,52
2011,7/1/2011,DT,P,44,Temptation Rock,442,GVEN,Gorgonia ventalina,17
2011,7/1/2011,DT,P,44,Temptation Rock,442,GVEN,Gorgonia ventalina,12
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,56
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,21
2011,7/1/2011,DT,P,44,Temptation Rock,442,PAME,Pseudopterogorgia americana,40
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,21
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,13
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,55
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,10
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,5
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,10
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,14
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,34
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,20
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,9
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,18
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,75
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,11
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,3
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,34
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,35
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,23
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,11
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,11
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,20
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,33
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,66
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,12
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,53
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,51
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,52
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,34
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,15
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,35
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,20
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,30
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,7
2011,7/1/2011,DT,P,44,Temptation Rock,443,GVEN,Gorgonia ventalina,32
2011,7/1/2011,DT,P,44,Temptation Rock,443,PAME,Pseudopterogorgia americana,47
2011,7/1/2011,DT,P,44,Temptation Rock,444,PAME,Pseudopterogorgia americana,13
2011,7/1/2011,DT,P,44,Temptation Rock,444,PAME,Pseudopterogorgia americana,70
2011,7/1/2011,DT,P,44,Temptation Rock,444,PAME,Pseudopterogorgia americana,55
2011,7/1/2011,DT,P,44,Temptation Rock,444,PAME,Pseudopterogorgia americana,47
2011,7/1/2011,DT,P,44,Temptation Rock,444,PAME,Pseudopterogorgia americana,50
2011,7/1/2011,DT,P,44,Temptation Rock,444,PAME,Pseudopterogorgia americana,36
2011,7/1/2011,DT,P,44,Temptation Rock,444,PAME,Pseudopterogorgia americana,21
2011,7/1/2011,DT,P,44,Temptation Rock,444,PAME,Pseudopterogorgia americana,41
