Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,SPP_Code,sciName,Height(cm)
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,35
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,59
2012,7/2/2012,DC,Inner,00,Dade County 5,002,GVEN,Gorgonia ventalina,37
2012,7/2/2012,DC,Inner,00,Dade County 5,002,GVEN,Gorgonia ventalina,31
2012,7/2/2012,DC,Inner,00,Dade County 5,002,GVEN,Gorgonia ventalina,10
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,51
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,32
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,22
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,52
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PFLE,Eunicea flexuosa,22
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,67
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,18
2012,7/2/2012,DC,Inner,00,Dade County 5,002,ECAL,Eunicea calyculata,62
2012,7/2/2012,DC,Inner,00,Dade County 5,002,ECAL,Eunicea calyculata,16
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,82
2012,7/2/2012,DC,Inner,00,Dade County 5,002,ECAL,Eunicea calyculata,16
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,62
2012,7/2/2012,DC,Inner,00,Dade County 5,002,PAME,Pseudopterogorgia americana,28
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,46
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PFLE,Eunicea flexuosa,40
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,21
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,53
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,11
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,8
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,51
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,18
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,14
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,31
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,40
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,45
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,32
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,78
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,26
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,55
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,93
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,16
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,6
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,31
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,8
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,3
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,5
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,5
2012,7/2/2012,DC,Inner,00,Dade County 5,003,GVEN,Gorgonia ventalina,6
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,44
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,75
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,57
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,55
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,55
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,20
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,38
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,28
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,30
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,24
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,44
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,68
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,41
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,33
2012,7/2/2012,DC,Inner,00,Dade County 5,003,GVEN,Gorgonia ventalina,4
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,27
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,52
2012,7/2/2012,DC,Inner,00,Dade County 5,003,PAME,Pseudopterogorgia americana,7
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,14
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,12
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,17
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,13
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PFLE,Eunicea flexuosa,50
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PFLE,Eunicea flexuosa,63
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,28
2012,7/2/2012,DC,Inner,00,Dade County 5,004,GVEN,Gorgonia ventalina,10
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,40
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,7
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,50
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,44
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,27
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,34
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,51
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,26
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,18
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,48
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,38
2012,7/2/2012,DC,Inner,00,Dade County 5,004,GVEN,Gorgonia ventalina,9
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,35
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,28
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,80
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,31
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,21
2012,7/2/2012,DC,Inner,00,Dade County 5,004,ECAL,Eunicea calyculata,71
2012,7/2/2012,DC,Inner,00,Dade County 5,004,ECAL,Eunicea calyculata,60
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,45
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,30
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,7
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,13
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,15
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,35
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,16
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,17
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,32
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,6
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,28
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,25
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,72
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,25
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,70
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,21
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,9
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,46
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,16
2012,7/2/2012,DC,Inner,00,Dade County 5,004,GVEN,Gorgonia ventalina,6
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,48
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,11
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,9
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,5
2012,7/2/2012,DC,Inner,00,Dade County 5,004,GVEN,Gorgonia ventalina,8
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,19
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,45
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,36
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,41
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,60
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PFLE,Eunicea flexuosa,38
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,8
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,8
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,26
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,5
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,21
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,6
2012,7/2/2012,DC,Inner,00,Dade County 5,004,GVEN,Gorgonia ventalina,4
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PFLE,Eunicea flexuosa,31
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,5
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,23
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,8
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,20
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,25
2012,7/2/2012,DC,Inner,00,Dade County 5,004,GVEN,Gorgonia ventalina,4
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,43
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,34
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,85
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,30
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,20
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,30
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,5
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,25
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,10
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,9
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,23
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,55
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,5
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,45
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,60
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,55
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,25
2012,7/2/2012,DC,Inner,00,Dade County 5,004,GVEN,Gorgonia ventalina,7
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,25
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,11
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,33
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PFLE,Eunicea flexuosa,55
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,55
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,11
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,15
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,60
2012,7/2/2012,DC,Inner,00,Dade County 5,004,GVEN,Gorgonia ventalina,8
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,35
2012,7/2/2012,DC,Inner,00,Dade County 5,004,PAME,Pseudopterogorgia americana,50
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,24
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,32
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,45
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PPOR,Pseudoplexaura porosa,15
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,26
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,29
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,40
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,25
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,33
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,12
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,39
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,15
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,7
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,25
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,20
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,10
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,14
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,34
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,18
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,10
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,25
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,22
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,20
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,27
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PPOR,Pseudoplexaura porosa,84
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,20
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,15
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,13
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,28
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,32
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,21
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,13
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,14
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,17
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,19
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,3
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,7
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,25
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,65
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,60
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,34
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,25
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,8
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,24
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,26
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,24
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,13
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,6
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,13
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,8
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,28
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,25
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,40
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,32
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,GVEN,Gorgonia ventalina,8
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PPOR,Pseudoplexaura porosa,37
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,20
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,23
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,21
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,25
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PPOR,Pseudoplexaura porosa,30
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,35
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,15
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,31
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,52
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,18
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,35
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PFLE,Eunicea flexuosa,8
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,ECAL,Eunicea calyculata,33
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,14
2012,8/9/2012,PBC,Outer,85,Palm Beach 2,851,PAME,Pseudopterogorgia americana,30
