"","Year","ImageDate","Subregion","Habitat","SiteCode","SiteID","SiteName","StationID","points","BOCT","EOCT","GVEN","OCTO","ProjectRegion","length","Depth","latDD","lonDD","latDeg","latMin","lonDeg","lonMin"
"68",2013,"5/13/2013","MK","OD","7D2",75,"Tennessee Deep",754,970,0.0763,0.0031,0.0216,0.101,"FKNMS","23",43,24.7527,-80.7578,24,45.162,-80,45.468
"69",2013,"5/15/2013","MK","OD","5D1",76,"Sombrero Deep",761,732,0.082,0.0123,0.0027,0.097,"FKNMS","20",50,24.6223,-81.112,24,37.338,-81,6.72
"70",2013,"5/15/2013","MK","OD","5D1",76,"Sombrero Deep",762,720,0.0667,0.0014,0,0.0681,"FKNMS","20",45,24.6223,-81.112,24,37.338,-81,6.72
"71",2013,"5/8/2013","MK","OD","5D1",76,"Sombrero Deep",763,954,0.0304,0,0.0052,0.0356,"FKNMS","20",47,24.6231,-81.1105,24,37.386,-81,6.63
"72",2013,"5/8/2013","MK","OD","5D1",76,"Sombrero Deep",764,920,0.0609,0.0033,0,0.0642,"FKNMS","20",48,24.6231,-81.1105,24,37.386,-81,6.63
"73",2013,"7/15/2013","LK","OD","5D4",79,"Western Sambo Deep",791,1004,0.0578,0.0219,0,0.0797,"FKNMS","22",40,24.478,-81.7171,24,28.68,-81,43.026
"74",2013,"7/15/2013","LK","OD","5D4",79,"Western Sambo Deep",792,930,0.0688,0.0086,0,0.0774,"FKNMS","20",40,24.478,-81.7171,24,28.68,-81,43.026
"75",2013,"7/15/2013","LK","OD","5D4",79,"Western Sambo Deep",793,1068,0.1386,0.0028,0,0.1414,"FKNMS","26",27,24.4796,-81.7142,24,28.776,-81,42.852
"76",2013,"7/15/2013","LK","OD","5D4",79,"Western Sambo Deep",794,1032,0.126,0.0087,0,0.1347,"FKNMS","22",29,24.4796,-81.7142,24,28.776,-81,42.852
"77",2013,"7/11/2013","LK","OD","2D1",81,"Sand Key Deep",811,1023,0.1036,0.002,0,0.1056,"FKNMS","22",35,24.4517,-81.8798,24,27.102,-81,52.788
"78",2013,"7/11/2013","LK","OD","2D1",81,"Sand Key Deep",812,1022,0.1595,0,0,0.1595,"FKNMS","22",34,24.4517,-81.8798,24,27.102,-81,52.788
"79",2013,"7/11/2013","LK","OD","2D1",81,"Sand Key Deep",813,1051,0.1675,0.0029,0.0029,0.1733,"FKNMS","22",33,24.4517,-81.8798,24,27.102,-81,52.788
"80",2013,"7/11/2013","LK","OD","2D1",81,"Sand Key Deep",814,978,0.138,0.002,0,0.14,"FKNMS","22",30,24.4517,-81.8798,24,27.102,-81,52.788
"81",2014,"7/9/2014","UK","P","9P3",32,"Porter Patch",321,1130,0.1204,0.0018,0.0027,0.1249,"FKNMS","24",15,25.1032,-80.3243,25,6.192,-80,19.458
"82",2014,"7/9/2014","UK","P","9P3",32,"Porter Patch",322,1067,0.1068,0.0084,0.0019,0.1171,"FKNMS","23",14,25.1032,-80.3243,25,6.192,-80,19.458
"83",2014,"7/9/2014","UK","P","9P3",32,"Porter Patch",323,1075,0.1433,0.0093,0.0037,0.1563,"FKNMS","23",16,25.1032,-80.3243,25,6.192,-80,19.458
"84",2014,"7/9/2014","UK","P","9P3",32,"Porter Patch",324,1168,0.1592,0.012,0.0094,0.1806,"FKNMS","25",17,25.1032,-80.3243,25,6.192,-80,19.458
"85",2014,"7/15/2014","UK","P","9P4",33,"Admiral",331,948,0.1044,0.0074,0.0612,0.173,"FKNMS","25",6,25.0447,-80.3948,25,2.682,-80,23.688
"86",2014,"7/15/2014","UK","P","9P4",33,"Admiral",332,821,0.0597,0.0049,0.0305,0.0951,"FKNMS","21",4,25.0447,-80.3948,25,2.682,-80,23.688
"87",2014,"7/15/2014","UK","P","9P4",33,"Admiral",333,903,0.0653,0,0.0199,0.0852,"FKNMS","23",5,25.0447,-80.3948,25,2.682,-80,23.688
"88",2014,"7/15/2014","UK","P","9P4",33,"Admiral",334,952,0.1618,0.0032,0.0252,0.1902,"FKNMS","23",3,25.0447,-80.3948,25,2.682,-80,23.688
"89",2014,"8/18/2014","MK","P","7P1",34,"West Turtle Shoal",341,1003,0.1047,0.013,0.0708,0.1885,"FKNMS","22",22,24.6993,-80.9669,24,41.958,-80,58.014
"90",2014,"8/18/2014","MK","P","7P1",34,"West Turtle Shoal",342,965,0.1098,0.0238,0.0756,0.2092,"FKNMS","22",22,24.6993,-80.9669,24,41.958,-80,58.014
"91",2014,"8/18/2014","MK","P","7P1",34,"West Turtle Shoal",343,980,0.0908,0.048,0.0684,0.2072,"FKNMS","22",24,24.6993,-80.9669,24,41.958,-80,58.014
"92",2014,"8/18/2014","MK","P","7P1",34,"West Turtle Shoal",344,999,0.1532,0.038,0.0511,0.2423,"FKNMS","22",22,24.6993,-80.9669,24,41.958,-80,58.014
"93",2014,"8/15/2014","MK","P","7P2",35,"Dustan Rocks",351,921,0.1683,0.0011,0.0499,0.2193,"FKNMS","22",14,24.6895,-81.0302,24,41.37,-81,1.812
"94",2014,"8/15/2014","MK","P","7P2",35,"Dustan Rocks",352,799,0.1452,0,0.0476,0.1928,"FKNMS","22",15,24.6895,-81.0302,24,41.37,-81,1.812
"95",2014,"8/15/2014","MK","P","7P2",35,"Dustan Rocks",353,837,0.1362,0.0024,0.0239,0.1625,"FKNMS","22",17,24.6895,-81.0302,24,41.37,-81,1.812
"96",2014,"8/16/2014","MK","P","7P2",35,"Dustan Rocks",354,858,0.1399,0.0035,0.0186,0.162,"FKNMS","22",21,24.6895,-81.0302,24,41.37,-81,1.812
"97",2014,"8/11/2014","LK","P","5P1",36,"West Washer Women",361,924,0.1937,0.0844,0.0206,0.2987,"FKNMS","22",23,24.5475,-81.5866,24,32.85,-81,35.196
"98",2014,"8/11/2014","LK","P","5P1",36,"West Washer Women",362,1005,0.2109,0.0627,0.0299,0.3035,"FKNMS","23",25,24.5475,-81.5866,24,32.85,-81,35.196
"99",2014,"8/11/2014","LK","P","5P1",36,"West Washer Women",363,1003,0.1545,0.0758,0.003,0.2333,"FKNMS","23",24,24.5475,-81.5866,24,32.85,-81,35.196
"100",2014,"8/11/2014","LK","P","5P1",36,"West Washer Women",364,923,0.1733,0.104,0,0.2773,"FKNMS","21",22,24.5475,-81.5866,24,32.85,-81,35.196
"101",2014,"8/8/2014","LK","P","5P3",38,"Cliff Green",381,1013,0.2952,0.0276,0.0247,0.3475,"FKNMS","25",26,24.5036,-81.7677,24,30.216,-81,46.062
"102",2014,"8/8/2014","LK","P","5P3",38,"Cliff Green",382,929,0.239,0.0431,0.0409,0.323,"FKNMS","26",20,24.5036,-81.7677,24,30.216,-81,46.062
"103",2014,"8/8/2014","LK","P","5P3",38,"Cliff Green",383,864,0.2303,0.0648,0.0289,0.324,"FKNMS","21",22,24.5036,-81.7677,24,30.216,-81,46.062
"104",2014,"8/8/2014","LK","P","5P3",38,"Cliff Green",384,876,0.1804,0.0651,0.0251,0.2706,"FKNMS","20",21,24.5036,-81.7677,24,30.216,-81,46.062
"105",2014,"7/8/2014","UK","OS","9S1",50,"Carysfort Shallow",501,997,0.0181,0,0.0502,0.0683,"FKNMS","22",6,25.2201,-80.2105,25,13.206,-80,12.63
"106",2014,"7/8/2014","UK","OS","9S1",50,"Carysfort Shallow",502,1009,0.001,0,0.0307,0.0317,"FKNMS","22",8,25.2208,-80.2107,25,13.248,-80,12.642
"107",2014,"7/17/2014","UK","OS","9S1",50,"Carysfort Shallow",503,1053,0.2184,0.0028,0.0456,0.2668,"FKNMS","22",8,25.2222,-80.2098,25,13.332,-80,12.588
"108",2014,"7/17/2014","UK","OS","9S1",50,"Carysfort Shallow",504,1120,0.1179,0,0.1786,0.2965,"FKNMS","22",12,25.2222,-80.2098,25,13.332,-80,12.588
"109",2014,"7/11/2014","UK","OS","9S3",52,"Molasses Shallow",521,833,0.1561,0,0.0756,0.2317,"FKNMS","23",19,25.0088,-80.3765,25,0.528,-80,22.59
"110",2014,"7/11/2014","UK","OS","9S3",52,"Molasses Shallow",522,844,0.1979,0,0.0332,0.2311,"FKNMS","22",22,25.0091,-80.375,25,0.546,-80,22.5
"111",2014,"7/11/2014","UK","OS","9S3",52,"Molasses Shallow",523,1000,0.121,0.009,0,0.13,"FKNMS","21",23,25.0088,-80.3744,25,0.528,-80,22.464
"112",2014,"7/11/2014","UK","OS","9S3",52,"Molasses Shallow",524,1077,0.1291,0.0074,0.0065,0.143,"FKNMS","23",28,25.0097,-80.3745,25,0.582,-80,22.47
"113",2014,"7/16/2014","MK","OS","7S1",54,"Alligator Shallow",541,1068,0.1704,0,0.0019,0.1723,"FKNMS","22",16,24.8457,-80.624,24,50.742,-80,37.44
"114",2014,"7/16/2014","MK","OS","7S1",54,"Alligator Shallow",542,1037,0.2228,0.001,0.0068,0.2306,"FKNMS","22",16,24.8457,-80.624,24,50.742,-80,37.44
"115",2014,"7/16/2014","MK","OS","7S1",54,"Alligator Shallow",543,1042,0.1545,0,0.0058,0.1603,"FKNMS","22",10,24.8468,-80.6227,24,50.808,-80,37.362
"116",2014,"7/16/2014","MK","OS","7S1",54,"Alligator Shallow",544,1035,0.1507,0,0.0145,0.1652,"FKNMS","22",11,24.8468,-80.6227,24,50.808,-80,37.362
"117",2014,"8/15/2014","MK","OS","7S2",55,"Tennessee Shallow",551,905,0.1436,0,0,0.1436,"FKNMS","24",21,24.745,-80.7812,24,44.7,-80,46.872
"118",2014,"8/15/2014","MK","OS","7S2",55,"Tennessee Shallow",552,876,0.2158,0,0.0068,0.2226,"FKNMS","23",21,24.745,-80.7812,24,44.7,-80,46.872
"119",2014,"8/15/2014","MK","OS","7S2",55,"Tennessee Shallow",553,841,0.2081,0,0,0.2081,"FKNMS","23",21,24.745,-80.7812,24,44.7,-80,46.872
"120",2014,"8/15/2014","MK","OS","7S2",55,"Tennessee Shallow",554,831,0.225,0.0012,0.0036,0.2298,"FKNMS","22",21,24.745,-80.7812,24,44.7,-80,46.872
"121",2014,"5/28/2014","MK","OS","5S1",56,"Sombrero Shallow",561,946,0.1459,0.0011,0.0085,0.1555,"FKNMS","20",17,24.6253,-81.1116,24,37.518,-81,6.696
"122",2014,"5/28/2014","MK","OS","5S1",56,"Sombrero Shallow",562,888,0.0563,0.0034,0.0867,0.1464,"FKNMS","20",17,24.6269,-81.1092,24,37.614,-81,6.552
"123",2014,"7/7/2014","MK","OS","5S1",56,"Sombrero Shallow",563,867,0.1626,0.0046,0.03,0.1972,"FKNMS","20",20,24.6258,-81.1092,24,37.548,-81,6.552
"124",2014,"7/7/2014","MK","OS","5S1",56,"Sombrero Shallow",564,811,0.0271,0,0.0838,0.1109,"FKNMS","20",9,24.6255,-81.1104,24,37.53,-81,6.624
"125",2014,"8/7/2014","LK","OS","5S4",59,"Western Sambo Shallow",591,1041,0.1441,0,0.0048,0.1489,"FKNMS","22",14,24.4796,-81.7176,24,28.776,-81,43.056
"126",2014,"8/7/2014","LK","OS","5S4",59,"Western Sambo Shallow",592,1209,0.115,0,0.0364,0.1514,"FKNMS","24",17,24.4796,-81.7176,24,28.776,-81,43.056
"127",2014,"8/7/2014","LK","OS","5S4",59,"Western Sambo Shallow",593,934,0.0846,0.0043,0.0471,0.136,"FKNMS","24",9,24.4798,-81.7158,24,28.788,-81,42.948
"128",2014,"8/7/2014","LK","OS","5S4",59,"Western Sambo Shallow",594,844,0.0344,0,0.0498,0.0842,"FKNMS","21",9,24.4798,-81.7158,24,28.788,-81,42.948
"129",2014,"8/5/2014","LK","OS","2S1",61,"Sand Key Shallow",611,899,0.0467,0,0.0067,0.0534,"FKNMS","22",21,24.452,-81.8775,24,27.12,-81,52.65
"130",2014,"8/5/2014","LK","OS","2S1",61,"Sand Key Shallow",612,873,0.0745,0.0034,0.0252,0.1031,"FKNMS","22",18,24.452,-81.8775,24,27.12,-81,52.65
"131",2014,"8/5/2014","LK","OS","2S1",61,"Sand Key Shallow",613,955,0.1298,0.001,0.0126,0.1434,"FKNMS","22",18,24.452,-81.8775,24,27.12,-81,52.65
"132",2014,"8/5/2014","LK","OS","2S1",61,"Sand Key Shallow",614,806,0.0707,0,0.0186,0.0893,"FKNMS","21",21,24.452,-81.8775,24,27.12,-81,52.65
"133",2014,"7/8/2014","UK","OD","9D1",70,"Carysfort Deep",701,1048,0.0515,0.0811,0,0.1326,"FKNMS","22",52,25.2208,-80.2099,25,13.248,-80,12.594
"134",2014,"7/8/2014","UK","OD","9D1",70,"Carysfort Deep",702,1039,0.0452,0.077,0,0.1222,"FKNMS","22",53,25.2208,-80.2099,25,13.248,-80,12.594
"135",2014,"7/14/2014","UK","OD","9D1",70,"Carysfort Deep",703,1038,0.0568,0.0607,0,0.1175,"FKNMS","22",47,25.2227,-80.2087,25,13.362,-80,12.522
"136",2014,"7/14/2014","UK","OD","9D1",70,"Carysfort Deep",704,1039,0.0722,0.0982,0.0029,0.1733,"FKNMS","22",44,25.2227,-80.2087,25,13.362,-80,12.522
"137",2014,"10/16/2014","UK","OD","9D3",72,"Molasses Deep",721,916,0.0873,0.0109,0.0131,0.1113,"FKNMS","22",44,25.0072,-80.3756,25,0.432,-80,22.536
"138",2014,"10/16/2014","UK","OD","9D3",72,"Molasses Deep",722,899,0.1368,0.0022,0.0044,0.1434,"FKNMS","22",44,25.0072,-80.3756,25,0.432,-80,22.536
"139",2014,"7/19/2014","UK","OD","9D3",72,"Molasses Deep",723,978,0.1125,0.0092,0,0.1217,"FKNMS","22",47,25.0073,-80.3743,25,0.438,-80,22.458
"140",2014,"7/19/2014","UK","OD","9D3",72,"Molasses Deep",724,1057,0.1126,0.017,9e-04,0.1305,"FKNMS","23",49,25.0073,-80.3743,25,0.438,-80,22.458
"141",2014,"7/16/2014","MK","OD","7D1",74,"Alligator Deep",741,1006,0.0994,0,0,0.0994,"FKNMS","22",37,24.8452,-80.6209,24,50.712,-80,37.254
"142",2014,"7/16/2014","MK","OD","7D1",74,"Alligator Deep",742,989,0.0617,0.001,0,0.0627,"FKNMS","22",38,24.8452,-80.6209,24,50.712,-80,37.254
"143",2014,"7/16/2014","MK","OD","7D1",74,"Alligator Deep",743,1077,0.0761,0,0,0.0761,"FKNMS","24",38,24.8452,-80.6209,24,50.712,-80,37.254
"144",2014,"7/16/2014","MK","OD","7D1",74,"Alligator Deep",744,1039,0.0962,0,0,0.0962,"FKNMS","23",36,24.8452,-80.6209,24,50.712,-80,37.254
"145",2014,"8/15/2014","MK","OD","7D2",75,"Tennessee Deep",751,904,0.1029,0.0177,0.0288,0.1494,"FKNMS","23",44,24.7527,-80.7578,24,45.162,-80,45.468
"146",2014,"8/15/2014","MK","OD","7D2",75,"Tennessee Deep",752,830,0.0398,0.0157,0.0217,0.0772,"FKNMS","23",44,24.7527,-80.7578,24,45.162,-80,45.468
"147",2014,"8/15/2014","MK","OD","7D2",75,"Tennessee Deep",753,790,0.0646,0.0152,0.0266,0.1064,"FKNMS","22",44,24.7527,-80.7578,24,45.162,-80,45.468
"148",2014,"8/15/2014","MK","OD","7D2",75,"Tennessee Deep",754,886,0.0418,0.0226,0.0248,0.0892,"FKNMS","23",43,24.7527,-80.7578,24,45.162,-80,45.468
