SampleYear,ImageDate,Subregion,Habitat,SiteCode,SiteID,SiteName,StationID,Surveyed_all_years?,points,BOCT,EOCT,GVEN,OCTO
1996,9/10/1996,LK,P,5P1,36,West Washer Women,364,N,518,,,,0.305
1996,6/7/1996,LK,P,5P2,37,Western Head,371,N,507,,,,0
1996,6/7/1996,LK,P,5P2,37,Western Head,372,Y,498,,,,0
1996,6/7/1996,LK,P,5P2,37,Western Head,373,Y,442,,,,0
1996,6/7/1996,LK,P,5P2,37,Western Head,374,Y,590,,,,0.0051
1996,6/7/1996,LK,P,5P3,38,Cliff Green,381,N,521,,,,0.2591
1996,6/7/1996,LK,P,5P3,38,Cliff Green,382,N,514,,,,0.2879
1996,6/8/1996,LK,P,5P3,38,Cliff Green,383,Y,498,,,,0.3012
1996,6/8/1996,LK,P,5P3,38,Cliff Green,384,Y,543,,,,0.2228
1996,6/13/1996,LK,BCP,2P1,39,Smith Shoal,391,N,495,,,,0.0242
1996,6/13/1996,LK,BCP,2P1,39,Smith Shoal,392,Y,564,,,,0.0089
1996,6/13/1996,LK,BCP,2P1,39,Smith Shoal,393,Y,550,,,,0.0255
1996,6/13/1996,LK,BCP,2P1,39,Smith Shoal,394,Y,539,,,,0.0111
1996,9/11/1996,LK,P,5P4,40,Jaap Reef,401,Y,537,,,,0
1996,9/11/1996,LK,P,5P4,40,Jaap Reef,402,Y,605,,,,0.0248
1996,9/11/1996,LK,P,5P4,40,Jaap Reef,403,N,539,,,,0.0167
1996,9/11/1996,LK,P,5P4,40,Jaap Reef,404,Y,559,,,,0.0054
1996,7/22/1996,UK,OS,9S1,50,Carysfort Shallow,501,Y,538,,,,0.0242
1996,7/22/1996,UK,OS,9S1,50,Carysfort Shallow,502,Y,507,,,,0
1996,7/20/1996,UK,OS,9S1,50,Carysfort Shallow,503,Y,575,,,,0.1913
1996,7/20/1996,UK,OS,9S1,50,Carysfort Shallow,504,N,518,,,,0.0541
1996,7/22/1996,UK,OS,9S2,51,Grecian Rocks,511,Y,584,,,,0.012
1996,7/22/1996,UK,OS,9S2,51,Grecian Rocks,512,Y,496,,,,0.0202
1996,7/19/1996,UK,OS,9S2,51,Grecian Rocks,513,Y,536,,,,0.1082
1996,7/19/1996,UK,OS,9S2,51,Grecian Rocks,514,Y,625,,,,0.2848
1996,7/18/1996,UK,OS,9S3,52,Molasses Shallow,521,Y,449,,,,0.1336
1996,7/18/1996,UK,OS,9S3,52,Molasses Shallow,522,Y,590,,,,0.022
1996,7/18/1996,UK,OS,9S3,52,Molasses Shallow,523,Y,579,,,,0.0501
1996,7/23/1996,UK,OS,9S3,52,Molasses Shallow,524,N,470,,,,0.0915
1996,8/14/1996,UK,OS,9S4,53,Conch Shallow,531,Y,491,,,,0.0815
1996,8/14/1996,UK,OS,9S4,53,Conch Shallow,532,N,493,,,,0.0365
1996,8/14/1996,UK,OS,9S4,53,Conch Shallow,533,Y,481,,,,0.1227
1996,8/14/1996,UK,OS,9S4,53,Conch Shallow,534,Y,588,,,,0.0731
1996,8/13/1996,MK,OS,7S1,54,Alligator Shallow,541,Y,479,,,,0.1649
1996,8/13/1996,MK,OS,7S1,54,Alligator Shallow,542,Y,580,,,,0.1466
1996,8/13/1996,MK,OS,7S1,54,Alligator Shallow,543,Y,579,,,,0.0933
1996,8/13/1996,MK,OS,7S1,54,Alligator Shallow,544,N,520,,,,0.1885
1996,8/16/1996,MK,OS,7S2,55,Tennessee Shallow,551,N,600,,,,0.2067
1996,8/16/1996,MK,OS,7S2,55,Tennessee Shallow,552,Y,510,,,,0.3078
1996,8/16/1996,MK,OS,7S2,55,Tennessee Shallow,553,Y,600,,,,0.2417
1996,8/16/1996,MK,OS,7S2,55,Tennessee Shallow,554,Y,580,,,,0.2241
1996,9/9/1996,MK,OS,5S1,56,Sombrero Shallow,561,Y,527,,,,0.1044
1996,9/9/1996,MK,OS,5S1,56,Sombrero Shallow,562,Y,646,,,,0.0882
1996,9/9/1996,MK,OS,5S1,56,Sombrero Shallow,563,Y,557,,,,0.1544
1996,9/9/1996,MK,OS,5S1,56,Sombrero Shallow,564,Y,633,,,,0.0411
1996,9/12/1996,LK,OS,5S2,57,Looe Key Shallow,571,N,620,,,,0.1468
1996,9/12/1996,LK,OS,5S2,57,Looe Key Shallow,572,Y,600,,,,0.0633
1996,9/12/1996,LK,OS,5S2,57,Looe Key Shallow,573,Y,556,,,,0.1349
1996,9/12/1996,LK,OS,5S2,57,Looe Key Shallow,574,Y,825,,,,0.0315
1996,6/12/1996,LK,OS,5S3,58,Eastern Sambo Shallow,581,N,579,,,,0.0017
1996,6/12/1996,LK,OS,5S3,58,Eastern Sambo Shallow,582,Y,520,,,,0.0135
1996,6/12/1996,LK,OS,5S3,58,Eastern Sambo Shallow,583,Y,479,,,,0
1996,6/12/1996,LK,OS,5S3,58,Eastern Sambo Shallow,584,Y,498,,,,0.0241
1996,6/11/1996,LK,OS,5S4,59,Western Sambo Shallow,591,Y,445,,,,0.0247
1996,6/11/1996,LK,OS,5S4,59,Western Sambo Shallow,592,Y,477,,,,0.0189
1996,6/11/1996,LK,OS,5S4,59,Western Sambo Shallow,593,N,577,,,,0.0208
1996,6/12/1996,LK,OS,5S4,59,Western Sambo Shallow,594,Y,595,,,,0.0151
1996,6/6/1996,LK,OS,5S5,60,Rock Key Shallow,601,Y,568,,,,0.0229
1996,6/6/1996,LK,OS,5S5,60,Rock Key Shallow,602,Y,616,,,,0.0146
1996,6/6/1996,LK,OS,5S5,60,Rock Key Shallow,603,Y,462,,,,0.0628
1996,6/6/1996,LK,OS,5S5,60,Rock Key Shallow,604,Y,542,,,,0.0055
1996,6/4/1996,LK,OS,2S1,61,Sand Key Shallow,611,N,527,,,,0.038
1996,6/5/1996,LK,OS,2S1,61,Sand Key Shallow,612,Y,603,,,,0.0182
1996,6/5/1996,LK,OS,2S1,61,Sand Key Shallow,613,Y,595,,,,0.0185
1996,6/5/1996,LK,OS,2S1,61,Sand Key Shallow,614,Y,528,,,,0.0436
1996,7/24/1996,UK,OD,9D1,70,Carysfort Deep,701,Y,496,,,,0.0726
1996,7/24/1996,UK,OD,9D1,70,Carysfort Deep,702,Y,600,,,,0.0517
1996,7/20/1996,UK,OD,9D1,70,Carysfort Deep,703,N,471,,,,0.0786
1996,7/20/1996,UK,OD,9D1,70,Carysfort Deep,704,N,559,,,,0.0984
1996,7/16/1996,UK,OD,9D3,72,Molasses Deep,721,Y,590,,,,0.178
1996,7/16/1996,UK,OD,9D3,72,Molasses Deep,722,Y,543,,,,0.1713
1996,7/18/1996,UK,OD,9D3,72,Molasses Deep,723,N,496,,,,0.1794
1996,7/18/1996,UK,OD,9D3,72,Molasses Deep,724,N,594,,,,0.1599
1996,10/10/1996,UK,OD,9D4,73,Conch Deep,731,N,600,,,,0.0733
1996,10/10/1996,UK,OD,9D4,73,Conch Deep,732,N,702,,,,0.0598
1996,10/10/1996,UK,OD,9D4,73,Conch Deep,733,Y,814,,,,0.07
1996,10/10/1996,UK,OD,9D4,73,Conch Deep,734,Y,621,,,,0.0966
1996,8/13/1996,MK,OD,7D1,74,Alligator Deep,741,N,592,,,,0.1824
1996,8/13/1996,MK,OD,7D1,74,Alligator Deep,742,N,483,,,,0.1636
1996,8/15/1996,MK,OD,7D1,74,Alligator Deep,743,Y,614,,,,0.1775
1996,8/15/1996,MK,OD,7D1,74,Alligator Deep,744,Y,597,,,,0.139
1996,10/25/1996,MK,OD,7D2,75,Tennessee Deep,751,N,488,,,,0.1434
1996,10/25/1996,MK,OD,7D2,75,Tennessee Deep,752,Y,583,,,,0.1046
1996,10/25/1996,MK,OD,7D2,75,Tennessee Deep,753,Y,638,,,,0.0815
1996,10/25/1996,MK,OD,7D2,75,Tennessee Deep,754,N,556,,,,0.2626
1996,10/26/1996,MK,OD,5D1,76,Sombrero Deep,761,N,534,,,,0.0974
1996,10/26/1996,MK,OD,5D1,76,Sombrero Deep,762,N,552,,,,0.1522
1996,10/26/1996,MK,OD,5D1,76,Sombrero Deep,763,Y,589,,,,0.0849
1996,10/26/1996,MK,OD,5D1,76,Sombrero Deep,764,Y,505,,,,0.1366
1996,8/21/1996,LK,OD,5D2,77,Looe Key Deep,771,Y,900,,,,0.1478
1996,8/21/1996,LK,OD,5D2,77,Looe Key Deep,772,Y,590,,,,0.1339
1996,8/22/1996,LK,OD,5D2,77,Looe Key Deep,773,Y,600,,,,0.175
1996,8/22/1996,LK,OD,5D2,77,Looe Key Deep,774,N,596,,,,0.1711
1996,6/11/1996,LK,OD,5D3,78,Eastern Sambo Deep,781,N,600,,,,0.09
1996,6/11/1996,LK,OD,5D3,78,Eastern Sambo Deep,782,Y,604,,,,0.0894
1996,6/12/1996,LK,OD,5D3,78,Eastern Sambo Deep,783,Y,513,,,,0.117
1996,6/12/1996,LK,OD,5D3,78,Eastern Sambo Deep,784,Y,596,,,,0.0554
1996,6/10/1996,LK,OD,5D4,79,Western Sambo Deep,791,Y,565,,,,0.1027
1996,6/10/1996,LK,OD,5D4,79,Western Sambo Deep,792,Y,507,,,,0.0789
1996,6/10/1996,LK,OD,5D4,79,Western Sambo Deep,793,N,639,,,,0.1002
1996,6/10/1996,LK,OD,5D4,79,Western Sambo Deep,794,Y,600,,,,0.04
1996,10/15/1996,LK,OD,5D5,80,Rock Key Deep,801,N,500,,,,0.144
1996,10/15/1996,LK,OD,5D5,80,Rock Key Deep,802,N,489,,,,0.1022
1996,10/15/1996,LK,OD,5D5,80,Rock Key Deep,803,Y,589,,,,0.1477
1996,10/15/1996,LK,OD,5D5,80,Rock Key Deep,804,Y,502,,,,0.1335
1996,10/11/1996,LK,OD,2D1,81,Sand Key Deep,811,Y,566,,,,0.0654
1996,10/12/1996,LK,OD,2D1,81,Sand Key Deep,812,Y,590,,,,0.1339
1996,10/12/1996,LK,OD,2D1,81,Sand Key Deep,813,N,589,,,,0.1121
1996,10/12/1996,LK,OD,2D1,81,Sand Key Deep,814,Y,757,,,,0.148
1997,7/14/1997,UK,HB,9H1,10,Rattlesnake,101,N,541,,,,0.0277
1997,7/14/1997,UK,HB,9H1,10,Rattlesnake,102,N,596,,,,0.0319
1997,7/14/1997,UK,HB,9H1,10,Rattlesnake,103,N,625,,,,0.032
1997,7/14/1997,UK,HB,9H1,10,Rattlesnake,104,N,460,,,,0.0522
1997,7/9/1997,UK,HB,9H2,11,El Radabob,111,N,579,,,,0.019
1997,7/9/1997,UK,HB,9H2,11,El Radabob,112,N,562,,,,0.0125
1997,7/9/1997,UK,HB,9H2,11,El Radabob,113,N,614,,,,0.0163
1997,7/9/1997,UK,HB,9H2,11,El Radabob,114,N,596,,,,0.0034
1997,7/8/1997,UK,HB,9H3,12,Dove Key,121,N,333,,,,0.024
1997,7/8/1997,UK,HB,9H3,12,Dove Key,122,N,582,,,,0.0223
1997,7/8/1997,UK,HB,9H3,12,Dove Key,123,N,554,,,,0.0289
1997,7/8/1997,UK,HB,9H3,12,Dove Key,124,N,581,,,,0.031
1997,5/8/1997,MK,HB,7H2,14,Long Key,141,N,589,,,,0.1494
1997,5/8/1997,MK,HB,7H2,14,Long Key,142,N,627,,,,0.0925
1997,5/8/1997,MK,HB,7H2,14,Long Key,143,N,605,,,,0.1008
1997,5/8/1997,MK,HB,7H2,14,Long Key,144,N,575,,,,0.127
1997,5/10/1997,MK,HB,5H1,15,Moser Channel,151,N,535,,,,0.1121
1997,5/10/1997,MK,HB,5H1,15,Moser Channel,152,N,555,,,,0.1225
1997,5/10/1997,MK,HB,5H1,15,Moser Channel,153,N,588,,,,0.1497
1997,5/10/1997,MK,HB,5H1,15,Moser Channel,154,N,582,,,,0.0962
1997,5/6/1997,MK,HB,5H2,16,Molasses Keys,161,N,556,,,,0.0162
1997,5/6/1997,MK,HB,5H2,16,Molasses Keys,162,N,530,,,,0.034
1997,5/6/1997,MK,HB,5H2,16,Molasses Keys,163,N,560,,,,0.0304
1997,5/6/1997,MK,HB,5H2,16,Molasses Keys,164,N,520,,,,0.0346
1997,5/12/1997,LK,BCP,3H1,18,Content Keys,181,Y,545,,,,0
1997,5/12/1997,LK,BCP,3H1,18,Content Keys,182,N,570,,,,0
1997,5/12/1997,LK,BCP,3H1,18,Content Keys,183,Y,599,,,,0
1997,5/12/1997,LK,BCP,3H1,18,Content Keys,184,Y,589,,,,0
1997,6/12/1997,UK,P,9P1,30,Turtle,301,Y,557,,,,0.4057
1997,6/12/1997,UK,P,9P1,30,Turtle,302,Y,540,,,,0.35
1997,6/12/1997,UK,P,9P1,30,Turtle,303,N,523,,,,0.3231
1997,6/12/1997,UK,P,9P1,30,Turtle,304,N,556,,,,0.3777
1997,7/11/1997,UK,P,9P3,32,Porter Patch,321,Y,581,,,,0.241
1997,7/11/1997,UK,P,9P3,32,Porter Patch,322,Y,558,,,,0.1075
1997,7/11/1997,UK,P,9P3,32,Porter Patch,323,Y,617,,,,0.0989
1997,7/11/1997,UK,P,9P3,32,Porter Patch,324,N,574,,,,0.1568
1997,7/8/1997,UK,P,9P4,33,Admiral,331,Y,565,,,,0.1416
1997,7/8/1997,UK,P,9P4,33,Admiral,332,Y,529,,,,0.1096
1997,7/8/1997,UK,P,9P4,33,Admiral,333,Y,553,,,,0.3255
1997,7/8/1997,UK,P,9P4,33,Admiral,334,Y,549,,,,0.3716
1997,5/7/1997,MK,P,7P1,34,West Turtle Shoal,341,Y,550,,,,0.2018
1997,5/7/1997,MK,P,7P1,34,West Turtle Shoal,342,Y,587,,,,0.2998
1997,5/8/1997,MK,P,7P1,34,West Turtle Shoal,343,Y,545,,,,0.2514
1997,5/8/1997,MK,P,7P1,34,West Turtle Shoal,344,Y,545,,,,0.2642
1997,5/7/1997,MK,P,7P2,35,Dustan Rocks,351,N,589,,,,0.4109
1997,5/7/1997,MK,P,7P2,35,Dustan Rocks,352,Y,598,,,,0.3027
1997,5/7/1997,MK,P,7P2,35,Dustan Rocks,353,Y,551,,,,0.3993
1997,5/7/1997,MK,P,7P2,35,Dustan Rocks,354,Y,559,,,,0.3846
1997,5/14/1997,LK,P,5P1,36,West Washer Women,361,Y,589,,,,0.2275
1997,5/14/1997,LK,P,5P1,36,West Washer Women,362,N,589,,,,0.2241
1997,5/14/1997,LK,P,5P1,36,West Washer Women,363,Y,539,,,,0.2672
1997,5/14/1997,LK,P,5P1,36,West Washer Women,364,N,604,,,,0.245
1997,8/8/1997,LK,P,5P2,37,Western Head,371,N,508,,,,0
1997,8/8/1997,LK,P,5P2,37,Western Head,372,Y,529,,,,0.0019
1997,8/8/1997,LK,P,5P2,37,Western Head,373,Y,526,,,,0.0019
1997,8/8/1997,LK,P,5P2,37,Western Head,374,Y,580,,,,0
1997,8/8/1997,LK,P,5P3,38,Cliff Green,381,N,577,,,,0.2582
1997,8/8/1997,LK,P,5P3,38,Cliff Green,382,N,555,,,,0.2613
1997,8/8/1997,LK,P,5P3,38,Cliff Green,383,Y,539,,,,0.2579
1997,8/8/1997,LK,P,5P3,38,Cliff Green,384,Y,590,,,,0.1746
1997,8/7/1997,LK,BCP,2P1,39,Smith Shoal,391,N,520,,,,0
1997,8/7/1997,LK,BCP,2P1,39,Smith Shoal,392,Y,570,,,,0.0018
1997,8/7/1997,LK,BCP,2P1,39,Smith Shoal,393,Y,554,,,,0.0036
1997,8/7/1997,LK,BCP,2P1,39,Smith Shoal,394,Y,570,,,,0
1997,,LK,P,5P4,40,Jaap Reef,401,Y,590,,,,0.0034
1997,,LK,P,5P4,40,Jaap Reef,402,Y,580,,,,0.0086
1997,,LK,P,5P4,40,Jaap Reef,403,N,537,,,,0
1997,,LK,P,5P4,40,Jaap Reef,404,Y,530,,,,0.0094
1997,7/10/1997,UK,OS,9S1,50,Carysfort Shallow,501,Y,597,,,,0.0117
1997,7/10/1997,UK,OS,9S1,50,Carysfort Shallow,502,Y,529,,,,0
1997,7/10/1997,UK,OS,9S1,50,Carysfort Shallow,503,Y,656,,,,0.1448
1997,7/10/1997,UK,OS,9S1,50,Carysfort Shallow,504,N,587,,,,0.0818
1997,7/9/1997,UK,OS,9S2,51,Grecian Rocks,511,Y,579,,,,0.0017
1997,7/9/1997,UK,OS,9S2,51,Grecian Rocks,512,Y,582,,,,0.0052
1997,7/9/1997,UK,OS,9S2,51,Grecian Rocks,513,Y,596,,,,0.0973
1997,7/9/1997,UK,OS,9S2,51,Grecian Rocks,514,Y,574,,,,0.23
1997,7/15/1997,UK,OS,9S3,52,Molasses Shallow,521,Y,577,,,,0.1525
1997,7/15/1997,UK,OS,9S3,52,Molasses Shallow,522,Y,686,,,,0.0233
1997,7/15/1997,UK,OS,9S3,52,Molasses Shallow,523,Y,578,,,,0.0311
1997,7/15/1997,UK,OS,9S3,52,Molasses Shallow,524,N,618,,,,0.0663
1997,6/13/1997,UK,OS,9S4,53,Conch Shallow,531,Y,593,,,,0.086
1997,6/13/1997,UK,OS,9S4,53,Conch Shallow,532,N,598,,,,0.0334
1997,6/13/1997,UK,OS,9S4,53,Conch Shallow,533,Y,586,,,,0.0819
1997,6/13/1997,UK,OS,9S4,53,Conch Shallow,534,Y,586,,,,0.0205
1997,6/14/1997,MK,OS,7S1,54,Alligator Shallow,541,Y,588,,,,0.1735
1997,6/14/1997,MK,OS,7S1,54,Alligator Shallow,542,Y,598,,,,0.1388
1997,6/14/1997,MK,OS,7S1,54,Alligator Shallow,543,Y,588,,,,0.1173
1997,6/14/1997,MK,OS,7S1,54,Alligator Shallow,544,N,659,,,,0.1791
1997,6/15/1997,MK,OS,7S2,55,Tennessee Shallow,551,N,589,,,,0.1919
1997,6/15/1997,MK,OS,7S2,55,Tennessee Shallow,552,Y,604,,,,0.2334
1997,6/15/1997,MK,OS,7S2,55,Tennessee Shallow,553,Y,598,,,,0.2391
1997,6/15/1997,MK,OS,7S2,55,Tennessee Shallow,554,Y,577,,,,0.1993
1997,,MK,OS,5S1,56,Sombrero Shallow,561,Y,507,,,,0.0651
1997,,MK,OS,5S1,56,Sombrero Shallow,562,Y,584,,,,0.125
1997,5/9/1997,MK,OS,5S1,56,Sombrero Shallow,563,Y,572,,,,0.1696
1997,5/9/1997,MK,OS,5S1,56,Sombrero Shallow,564,Y,539,,,,0.0241
1997,5/15/1997,LK,OS,5S2,57,Looe Key Shallow,571,N,590,,,,0.122
1997,5/15/1997,LK,OS,5S2,57,Looe Key Shallow,572,Y,590,,,,0.0644
1997,5/15/1997,LK,OS,5S2,57,Looe Key Shallow,573,Y,554,,,,0.1552
1997,5/15/1997,LK,OS,5S2,57,Looe Key Shallow,574,Y,600,,,,0.0583
1997,6/19/1997,LK,OS,5S3,58,Eastern Sambo Shallow,581,N,498,,,,0.0141
1997,6/19/1997,LK,OS,5S3,58,Eastern Sambo Shallow,582,Y,587,,,,0.0034
1997,6/19/1997,LK,OS,5S3,58,Eastern Sambo Shallow,583,Y,570,,,,0
1997,6/19/1997,LK,OS,5S3,58,Eastern Sambo Shallow,584,Y,638,,,,0.0063
1997,8/5/1997,LK,OS,5S4,59,Western Sambo Shallow,591,Y,501,,,,0.0279
1997,8/5/1997,LK,OS,5S4,59,Western Sambo Shallow,592,Y,590,,,,0.0102
1997,8/5/1997,LK,OS,5S4,59,Western Sambo Shallow,593,N,598,,,,0.0184
1997,8/5/1997,LK,OS,5S4,59,Western Sambo Shallow,594,Y,570,,,,0.0158
1997,6/18/1997,LK,OS,5S5,60,Rock Key Shallow,601,Y,509,,,,0.0609
1997,6/18/1997,LK,OS,5S5,60,Rock Key Shallow,602,Y,518,,,,0.0367
1997,6/18/1997,LK,OS,5S5,60,Rock Key Shallow,603,Y,586,,,,0.0717
1997,6/18/1997,LK,OS,5S5,60,Rock Key Shallow,604,Y,588,,,,0.0051
1997,8/6/1997,LK,OS,2S1,61,Sand Key Shallow,611,N,620,,,,0.0274
1997,8/6/1997,LK,OS,2S1,61,Sand Key Shallow,612,Y,570,,,,0.0123
1997,8/6/1997,LK,OS,2S1,61,Sand Key Shallow,613,Y,590,,,,0.0271
1997,8/6/1997,LK,OS,2S1,61,Sand Key Shallow,614,Y,400,,,,0.05
1997,6/13/1997,UK,OD,9D1,70,Carysfort Deep,701,Y,529,,,,0.0813
1997,6/13/1997,UK,OD,9D1,70,Carysfort Deep,702,Y,600,,,,0.1283
1997,6/13/1997,UK,OD,9D1,70,Carysfort Deep,703,N,421,,,,0.0641
1997,6/13/1997,UK,OD,9D1,70,Carysfort Deep,704,N,548,,,,0.0967
1997,7/14/1997,UK,OD,9D3,72,Molasses Deep,721,Y,583,,,,0.0995
1997,7/14/1997,UK,OD,9D3,72,Molasses Deep,722,Y,751,,,,0.2117
1997,7/14/1997,UK,OD,9D3,72,Molasses Deep,723,N,622,,,,0.1141
1997,7/14/1997,UK,OD,9D3,72,Molasses Deep,724,N,557,,,,0.1239
1997,6/14/1997,UK,OD,9D4,73,Conch Deep,731,N,584,,,,0.0514
1997,6/14/1997,UK,OD,9D4,73,Conch Deep,732,N,584,,,,0.0599
1997,6/14/1997,UK,OD,9D4,73,Conch Deep,733,Y,591,,,,0.0643
1997,6/14/1997,UK,OD,9D4,73,Conch Deep,734,Y,582,,,,0.1065
1997,6/15/1997,MK,OD,7D1,74,Alligator Deep,741,N,574,,,,0.1725
1997,6/15/1997,MK,OD,7D1,74,Alligator Deep,742,N,590,,,,0.139
1997,6/15/1997,MK,OD,7D1,74,Alligator Deep,743,Y,680,,,,0.1412
1997,6/15/1997,MK,OD,7D1,74,Alligator Deep,744,Y,577,,,,0.1127
1997,6/16/1997,MK,OD,7D2,75,Tennessee Deep,751,N,587,,,,0.1823
1997,6/16/1997,MK,OD,7D2,75,Tennessee Deep,752,Y,585,,,,0.1299
1997,6/16/1997,MK,OD,7D2,75,Tennessee Deep,753,Y,590,,,,0.0797
1997,6/16/1997,MK,OD,7D2,75,Tennessee Deep,754,N,605,,,,0.1603
1997,5/10/1997,MK,OD,5D1,76,Sombrero Deep,761,N,523,,,,0.0497
1997,5/10/1997,MK,OD,5D1,76,Sombrero Deep,762,N,553,,,,0.0669
1997,5/9/1997,MK,OD,5D1,76,Sombrero Deep,763,Y,579,,,,0.0604
1997,5/9/1997,MK,OD,5D1,76,Sombrero Deep,764,Y,569,,,,0.0808
1997,6/20/1997,LK,OD,5D2,77,Looe Key Deep,771,Y,606,,,,0.1155
1997,6/20/1997,LK,OD,5D2,77,Looe Key Deep,772,Y,586,,,,0.1468
1997,6/20/1997,LK,OD,5D2,77,Looe Key Deep,773,Y,594,,,,0.1296
1997,6/20/1997,LK,OD,5D2,77,Looe Key Deep,774,N,570,,,,0.1439
1997,6/19/1997,LK,OD,5D3,78,Eastern Sambo Deep,781,N,588,,,,0.0459
1997,6/19/1997,LK,OD,5D3,78,Eastern Sambo Deep,782,Y,607,,,,0.0988
1997,6/19/1997,LK,OD,5D3,78,Eastern Sambo Deep,783,Y,595,,,,0.1311
1997,6/19/1997,LK,OD,5D3,78,Eastern Sambo Deep,784,Y,596,,,,0.1091
1997,8/5/1997,LK,OD,5D4,79,Western Sambo Deep,791,Y,559,,,,0.1055
1997,8/5/1997,LK,OD,5D4,79,Western Sambo Deep,792,Y,457,,,,0.0416
1997,8/5/1997,LK,OD,5D4,79,Western Sambo Deep,793,N,640,,,,0.0563
1997,8/5/1997,LK,OD,5D4,79,Western Sambo Deep,794,Y,597,,,,0.0352
