SampleYear,ImageDate,Subregion,Habitat,SiteCode,SiteID,SiteName,StationID,points,BOCT,EOCT,GVEN,OCTO
2004,6/11/2004,BC,Nearshore,BCA,90,Broward County A,903,1668,,,,0.024
2004,6/11/2004,BC,Nearshore,BCA,90,Broward County A,904,1660,,,,0.0187
2004,6/15/2004,DC,Inner,DC1,91,Dade County 1,911,647,,,,0.0665
2004,6/15/2004,DC,Inner,DC1,91,Dade County 1,912,614,,,,0.0358
2004,6/15/2004,DC,Inner,DC1,91,Dade County 1,913,686,,,,0.0685
2004,6/15/2004,DC,Inner,DC1,91,Dade County 1,914,726,,,,0.0702
2004,6/15/2004,DC,Middle,DC2,92,Dade County 2,921,677,,,,0.1448
2004,6/8/2004,DC,Middle,DC2,92,Dade County 2,922,648,,,,0.1358
2004,6/15/2004,DC,Middle,DC2,92,Dade County 2,923,598,,,,0.0736
2004,6/15/2004,DC,Middle,DC2,92,Dade County 2,924,616,,,,0.0925
2004,6/4/2004,DC,Outer,DC3,93,Dade County 3,931,604,,,,0.0977
2004,6/4/2004,DC,Outer,DC3,93,Dade County 3,932,646,,,,0.1238
2004,6/4/2004,DC,Outer,DC3,93,Dade County 3,933,714,,,,0.1401
2004,6/4/2004,DC,Outer,DC3,93,Dade County 3,934,635,,,,0.1433
2005,7/29/2005,PBC,Nearshore,PB1,84,Palm Beach 1,841,535,,,,0
2005,7/29/2005,PBC,Nearshore,PB1,84,Palm Beach 1,842,323,,,,0
2005,7/29/2005,PBC,Nearshore,PB1,84,Palm Beach 1,843,530,,,,0.0019
2005,7/29/2005,PBC,Nearshore,PB1,84,Palm Beach 1,844,517,,,,0
2005,7/28/2005,PBC,Outer,PB2,85,Palm Beach 2,851,620,,,,0.3532
2005,7/28/2005,PBC,Outer,PB2,85,Palm Beach 2,852,647,,,,0.289
2005,7/28/2005,PBC,Outer,PB2,85,Palm Beach 2,853,617,,,,0.201
2005,7/28/2005,PBC,Outer,PB2,85,Palm Beach 2,854,509,,,,0.1827
2005,7/27/2005,PBC,Outer,PB3,86,Palm Beach 3,861,597,,,,0.1508
2005,7/27/2005,PBC,Outer,PB3,86,Palm Beach 3,862,639,,,,0.1737
2005,7/27/2005,PBC,Outer,PB3,86,Palm Beach 3,863,619,,,,0.3263
2005,7/27/2005,PBC,Outer,PB3,86,Palm Beach 3,864,688,,,,0.3169
2005,4/27/2005,BC,Nearshore,BC1,87,Broward County 1,871,602,,,,0.0415
2005,4/27/2005,BC,Nearshore,BC1,87,Broward County 1,872,620,,,,0.0548
2005,4/27/2005,BC,Nearshore,BC1,87,Broward County 1,873,703,,,,0.0811
2005,4/27/2005,BC,Nearshore,BC1,87,Broward County 1,874,660,,,,0.103
2005,6/30/2005,BC,Middle,BC2,88,Broward County 2,881,655,,,,0.0824
2005,6/30/2005,BC,Middle,BC2,88,Broward County 2,882,624,,,,0.1234
2005,6/30/2005,BC,Middle,BC2,88,Broward County 2,883,652,,,,0.0905
2005,6/30/2005,BC,Middle,BC2,88,Broward County 2,884,630,,,,0.0984
2005,6/8/2005,BC,Outer,BC3,89,Broward County 3,891,653,,,,0.1501
2005,6/8/2005,BC,Outer,BC3,89,Broward County 3,892,698,,,,0.1461
2005,6/8/2005,BC,Outer,BC3,89,Broward County 3,893,648,,,,0.1265
2005,6/8/2005,BC,Outer,BC3,89,Broward County 3,894,643,,,,0.1711
2005,6/8/2005,BC,Nearshore,BCA,90,Broward County A,901,1844,,,,0.0239
2005,6/8/2005,BC,Nearshore,BCA,90,Broward County A,902,1769,,,,0.0096
2005,6/30/2005,BC,Nearshore,BCA,90,Broward County A,903,1657,,,,0.0072
2005,6/30/2005,BC,Nearshore,BCA,90,Broward County A,904,1689,,,,0.0207
2005,7/15/2005,DC,Inner,DC1,91,Dade County 1,911,663,,,,0.0754
2005,7/15/2005,DC,Inner,DC1,91,Dade County 1,912,678,,,,0.1047
2005,8/10/2005,DC,Inner,DC1,91,Dade County 1,913,596,,,,0.0805
2005,8/10/2005,DC,Inner,DC1,91,Dade County 1,914,660,,,,0.0621
2005,7/15/2005,DC,Middle,DC2,92,Dade County 2,921,688,,,,0.1817
2005,7/15/2005,DC,Middle,DC2,92,Dade County 2,922,768,,,,0.181
2005,7/15/2005,DC,Middle,DC2,92,Dade County 2,923,786,,,,0.1094
2005,7/15/2005,DC,Middle,DC2,92,Dade County 2,924,828,,,,0.1027
2005,8/10/2005,DC,Outer,DC3,93,Dade County 3,931,623,,,,0.1589
2005,8/10/2005,DC,Outer,DC3,93,Dade County 3,932,638,,,,0.152
2005,8/10/2005,DC,Outer,DC3,93,Dade County 3,933,702,,,,0.2009
2005,8/10/2005,DC,Outer,DC3,93,Dade County 3,934,640,,,,0.1078
2006,6/21/2006,PBC,Nearshore,PB1,84,Palm Beach 1,841,430,,,,0
2006,6/21/2006,PBC,Nearshore,PB1,84,Palm Beach 1,843,473,,,,0
2006,6/21/2006,PBC,Outer,PB2,85,Palm Beach 2,851,679,,,,0.3918
2006,6/21/2006,PBC,Outer,PB2,85,Palm Beach 2,852,587,,,,0.2572
2006,6/21/2006,PBC,Outer,PB2,85,Palm Beach 2,853,648,,,,0.1142
2006,6/21/2006,PBC,Outer,PB2,85,Palm Beach 2,854,619,,,,0.1034
2006,6/22/2006,PBC,Outer,PB3,86,Palm Beach 3,861,638,,,,0.1803
2006,6/22/2006,PBC,Outer,PB3,86,Palm Beach 3,862,609,,,,0.1593
2006,6/22/2006,PBC,Outer,PB3,86,Palm Beach 3,863,639,,,,0.2222
2006,6/22/2006,PBC,Outer,PB3,86,Palm Beach 3,864,660,,,,0.1985
2006,6/16/2006,BC,Nearshore,BC1,87,Broward County 1,871,528,,,,0.0568
2006,6/16/2006,BC,Nearshore,BC1,87,Broward County 1,872,589,,,,0.1087
2006,6/16/2006,BC,Nearshore,BC1,87,Broward County 1,873,563,,,,0.0675
2006,6/16/2006,BC,Nearshore,BC1,87,Broward County 1,874,546,,,,0.0842
2006,5/18/2006,BC,Middle,BC2,88,Broward County 2,881,638,,,,0.0439
2006,5/18/2006,BC,Middle,BC2,88,Broward County 2,882,592,,,,0.0676
2006,5/18/2006,BC,Middle,BC2,88,Broward County 2,883,649,,,,0.0539
2006,5/18/2006,BC,Middle,BC2,88,Broward County 2,884,618,,,,0.0971
2006,6/27/2006,BC,Outer,BC3,89,Broward County 3,891,660,,,,0.1485
2006,6/27/2006,BC,Outer,BC3,89,Broward County 3,892,659,,,,0.0759
2006,6/27/2006,BC,Outer,BC3,89,Broward County 3,893,650,,,,0.1277
2006,6/27/2006,BC,Outer,BC3,89,Broward County 3,894,668,,,,0.1063
2006,6/16/2006,BC,Nearshore,BCA,90,Broward County A,901,2004,,,,0.0185
2006,6/16/2006,BC,Nearshore,BCA,90,Broward County A,902,1974,,,,0.0223
2006,6/16/2006,BC,Nearshore,BCA,90,Broward County A,903,1865,,,,0.0102
2006,6/16/2006,BC,Nearshore,BCA,90,Broward County A,904,1920,,,,0.0031
2006,8/4/2006,DC,Inner,DC1,91,Dade County 1,911,639,,,,0.1174
2006,8/4/2006,DC,Inner,DC1,91,Dade County 1,912,619,,,,0.0549
2006,7/7/2006,DC,Inner,DC1,91,Dade County 1,913,647,,,,0.0927
2006,7/7/2006,DC,Inner,DC1,91,Dade County 1,914,669,,,,0.0628
2006,8/4/2006,DC,Middle,DC2,92,Dade County 2,921,628,,,,0.1306
2006,8/4/2006,DC,Middle,DC2,92,Dade County 2,922,617,,,,0.1151
2006,8/4/2006,DC,Middle,DC2,92,Dade County 2,923,680,,,,0.1456
2006,8/4/2006,DC,Middle,DC2,92,Dade County 2,924,633,,,,0.1311
2006,7/7/2006,DC,Outer,DC3,93,Dade County 3,931,696,,,,0.0704
2006,7/7/2006,DC,Outer,DC3,93,Dade County 3,932,690,,,,0.1043
2006,7/7/2006,DC,Outer,DC3,93,Dade County 3,933,706,,,,0.0992
2006,7/7/2006,DC,Outer,DC3,93,Dade County 3,934,679,,,,0.0839
2006,5/31/2006,MC,Nearshore,MC1,94,Martin County 1,941,559,,,,0
2006,5/31/2006,MC,Nearshore,MC1,94,Martin County 1,942,548,,,,0
2006,5/31/2006,MC,Nearshore,MC1,94,Martin County 1,943,578,,,,0
2006,5/31/2006,MC,Nearshore,MC1,94,Martin County 1,944,576,,,,0
2006,5/31/2006,MC,Nearshore,MC2,95,Martin County 2,951,599,,,,0
2006,5/31/2006,MC,Nearshore,MC2,95,Martin County 2,952,569,,,,0
2006,5/31/2006,MC,Nearshore,MC2,95,Martin County 2,953,590,,,,0.0017
2006,5/31/2006,MC,Nearshore,MC2,95,Martin County 2,954,578,,,,0
2007,7/19/2007,PBC,Nearshore,PB1,84,Palm Beach 1,841,761,,,,0.0013
2007,7/19/2007,PBC,Nearshore,PB1,84,Palm Beach 1,842,764,,,,0
2007,7/19/2007,PBC,Nearshore,PB1,84,Palm Beach 1,843,879,,,,0
2007,7/19/2007,PBC,Nearshore,PB1,84,Palm Beach 1,844,599,,,,0
2007,7/18/2007,PBC,Outer,PB2,85,Palm Beach 2,851,1062,,,,0.4718
2007,7/18/2007,PBC,Outer,PB2,85,Palm Beach 2,852,1154,,,,0.37
2007,7/18/2007,PBC,Outer,PB2,85,Palm Beach 2,853,1001,,,,0.1479
2007,7/18/2007,PBC,Outer,PB2,85,Palm Beach 2,854,972,,,,0.1265
2007,7/17/2007,PBC,Outer,PB3,86,Palm Beach 3,861,960,,,,0.2094
2007,7/17/2007,PBC,Outer,PB3,86,Palm Beach 3,862,925,,,,0.1708
2007,7/17/2007,PBC,Outer,PB3,86,Palm Beach 3,863,994,,,,0.2575
2007,7/17/2007,PBC,Outer,PB3,86,Palm Beach 3,864,999,,,,0.1972
2007,6/4/2007,BC,Nearshore,BC1,87,Broward County 1,871,957,,,,0.0658
2007,6/4/2007,BC,Nearshore,BC1,87,Broward County 1,872,959,,,,0.0865
2007,6/13/2007,BC,Nearshore,BC1,87,Broward County 1,873,959,,,,0.0907
2007,6/13/2007,BC,Nearshore,BC1,87,Broward County 1,874,962,,,,0.0748
2007,6/4/2007,BC,Middle,BC2,88,Broward County 2,881,923,,,,0.052
2007,6/4/2007,BC,Middle,BC2,88,Broward County 2,882,986,,,,0.0619
2007,6/4/2007,BC,Middle,BC2,88,Broward County 2,883,998,,,,0.1102
2007,6/4/2007,BC,Middle,BC2,88,Broward County 2,884,963,,,,0.0706
2007,6/13/2007,BC,Outer,BC3,89,Broward County 3,891,979,,,,0.1277
2007,6/13/2007,BC,Outer,BC3,89,Broward County 3,892,1065,,,,0.1249
2007,6/13/2007,BC,Outer,BC3,89,Broward County 3,893,938,,,,0.0832
2007,6/13/2007,BC,Outer,BC3,89,Broward County 3,894,1008,,,,0.1339
2007,6/14/2007,BC,Nearshore,BCA,90,Broward County A,901,2841,,,,0.0334
2007,6/14/2007,BC,Nearshore,BCA,90,Broward County A,902,2712,,,,0.0225
2007,6/14/2007,BC,Nearshore,BCA,90,Broward County A,903,2441,,,,0.0201
2007,6/14/2007,BC,Nearshore,BCA,90,Broward County A,904,2416,,,,0.0186
2007,6/5/2007,DC,Inner,DC1,91,Dade County 1,911,936,,,,0.0833
2007,6/5/2007,DC,Inner,DC1,91,Dade County 1,912,989,,,,0.1496
2007,8/14/2007,DC,Inner,DC1,91,Dade County 1,913,965,,,,0.0798
2007,8/14/2007,DC,Inner,DC1,91,Dade County 1,914,1001,,,,0.0879
2007,6/5/2007,DC,Middle,DC2,92,Dade County 2,921,1003,,,,0.1196
2007,6/5/2007,DC,Middle,DC2,92,Dade County 2,922,968,,,,0.1023
2007,6/5/2007,DC,Middle,DC2,92,Dade County 2,923,964,,,,0.1006
2007,6/5/2007,DC,Middle,DC2,92,Dade County 2,924,941,,,,0.1148
2007,8/14/2007,DC,Outer,DC3,93,Dade County 3,931,984,,,,0.1016
2007,8/14/2007,DC,Outer,DC3,93,Dade County 3,932,960,,,,0.0948
2007,8/14/2007,DC,Outer,DC3,93,Dade County 3,933,972,,,,0.1049
2007,8/14/2007,DC,Outer,DC3,93,Dade County 3,934,930,,,,0.071
2007,7/30/2007,MC,Nearshore,MC1,94,Martin County 1,941,872,,,,0
2007,7/30/2007,MC,Nearshore,MC1,94,Martin County 1,942,869,,,,0
2007,7/30/2007,MC,Nearshore,MC1,94,Martin County 1,943,897,,,,0
2007,7/30/2007,MC,Nearshore,MC1,94,Martin County 1,944,844,,,,0
2007,7/30/2007,MC,Nearshore,MC2,95,Martin County 2,951,868,,,,0
2007,7/30/2007,MC,Nearshore,MC2,95,Martin County 2,952,840,,,,0
2007,7/30/2007,MC,Nearshore,MC2,95,Martin County 2,953,858,,,,0
2007,7/30/2007,MC,Nearshore,MC2,95,Martin County 2,954,849,,,,0
2008,8/7/2008,PBC,Nearshore,PB1,84,Palm Beach 1,841,806,,,,0
2008,8/7/2008,PBC,Nearshore,PB1,84,Palm Beach 1,842,809,,,,0
2008,8/7/2008,PBC,Nearshore,PB1,84,Palm Beach 1,843,703,,,,0
2008,8/7/2008,PBC,Nearshore,PB1,84,Palm Beach 1,844,536,,,,0
2008,8/5/2008,PBC,Outer,PB2,85,Palm Beach 2,851,1072,,,,0.4403
2008,8/5/2008,PBC,Outer,PB2,85,Palm Beach 2,852,1018,,,,0.2318
2008,8/5/2008,PBC,Outer,PB2,85,Palm Beach 2,853,1126,,,,0.1696
2008,8/5/2008,PBC,Outer,PB2,85,Palm Beach 2,854,990,,,,0.1162
2008,7/17/2007,PBC,Outer,PB3,86,Palm Beach 3,861,925,,,,0.1935
2008,8/6/2008,PBC,Outer,PB3,86,Palm Beach 3,862,987,,,,0.1125
2008,8/6/2008,PBC,Outer,PB3,86,Palm Beach 3,863,1086,,,,0.302
2008,8/6/2008,PBC,Outer,PB3,86,Palm Beach 3,864,962,,,,0.2651
2008,5/23/2008,BC,Nearshore,BC1,87,Broward County 1,871,904,,,,0.0542
2008,5/23/2008,BC,Nearshore,BC1,87,Broward County 1,872,1120,,,,0.0661
2008,6/20/2008,BC,Nearshore,BC1,87,Broward County 1,873,1098,,,,0.0519
2008,6/20/2008,BC,Nearshore,BC1,87,Broward County 1,874,1094,,,,0.0411
2008,5/23/2008,BC,Middle,BC2,88,Broward County 2,881,1034,,,,0.0561
2008,5/23/2008,BC,Middle,BC2,88,Broward County 2,882,1003,,,,0.0708
2008,5/23/2008,BC,Middle,BC2,88,Broward County 2,883,1033,,,,0.0639
2008,5/23/2008,BC,Middle,BC2,88,Broward County 2,884,1026,,,,0.0507
2008,6/20/2008,BC,Outer,BC3,89,Broward County 3,891,944,,,,0.0858
2008,6/20/2008,BC,Outer,BC3,89,Broward County 3,892,1019,,,,0.0903
2008,6/20/2008,BC,Outer,BC3,89,Broward County 3,893,991,,,,0.0676
2008,6/13/2007,BC,Outer,BC3,89,Broward County 3,894,998,,,,0.1062
2008,6/10/2008,BC,Nearshore,BCA,90,Broward County A,901,3050,,,,0.0233
2008,6/10/2008,BC,Nearshore,BCA,90,Broward County A,902,3169,,,,0.011
2008,6/10/2008,BC,Nearshore,BCA,90,Broward County A,903,3077,,,,0.014
2008,6/10/2008,BC,Nearshore,BCA,90,Broward County A,904,2848,,,,0.0109
2008,7/25/2008,DC,Inner,DC1,91,Dade County 1,911,975,,,,0.0585
2008,7/25/2008,DC,Inner,DC1,91,Dade County 1,912,968,,,,0.0579
2008,7/25/2008,DC,Inner,DC1,91,Dade County 1,913,921,,,,0.114
2008,7/25/2008,DC,Inner,DC1,91,Dade County 1,914,1001,,,,0.0539
2008,7/25/2008,DC,Middle,DC2,92,Dade County 2,921,990,,,,0.1505
2008,7/25/2008,DC,Middle,DC2,92,Dade County 2,922,930,,,,0.1172
2008,7/25/2008,DC,Middle,DC2,92,Dade County 2,923,980,,,,0.1092
2008,7/25/2008,DC,Middle,DC2,92,Dade County 2,924,1019,,,,0.1011
2008,7/15/2008,DC,Outer,DC3,93,Dade County 3,931,939,,,,0.0511
2008,7/15/2008,DC,Outer,DC3,93,Dade County 3,932,959,,,,0.0605
2008,7/15/2008,DC,Outer,DC3,93,Dade County 3,933,985,,,,0.1036
2008,7/15/2008,DC,Outer,DC3,93,Dade County 3,934,1004,,,,0.0488
2008,5/20/2008,MC,Nearshore,MC1,94,Martin County 1,941,914,,,,0
2008,5/20/2008,MC,Nearshore,MC1,94,Martin County 1,942,877,,,,0
2008,5/20/2008,MC,Nearshore,MC1,94,Martin County 1,943,899,,,,0
2008,5/20/2008,MC,Nearshore,MC1,94,Martin County 1,944,932,,,,0
2008,5/21/2008,MC,Nearshore,MC2,95,Martin County 2,951,1042,,,,0.001
2008,5/21/2008,MC,Nearshore,MC2,95,Martin County 2,952,1018,,,,0
2008,5/21/2008,MC,Nearshore,MC2,95,Martin County 2,953,1061,,,,0
2008,5/21/2008,MC,Nearshore,MC2,95,Martin County 2,954,1015,,,,0
2009,8/5/2009,PBC,Nearshore,PB1,84,Palm Beach 1,841,767,,,,0
2009,8/5/2009,PBC,Nearshore,PB1,84,Palm Beach 1,842,583,,,,0
2009,8/5/2009,PBC,Nearshore,PB1,84,Palm Beach 1,843,763,,,,0
2009,8/5/2009,PBC,Nearshore,PB1,84,Palm Beach 1,844,508,,,,0.0059
2009,8/4/2009,PBC,Outer,PB2,85,Palm Beach 2,851,1035,,,,0.3401
2009,8/4/2009,PBC,Outer,PB2,85,Palm Beach 2,852,941,,,,0.2062
2009,8/4/2009,PBC,Outer,PB2,85,Palm Beach 2,853,1033,,,,0.1394
2009,8/4/2009,PBC,Outer,PB2,85,Palm Beach 2,854,1049,,,,0.1115
2009,9/22/2009,PBC,Outer,PB3,86,Palm Beach 3,861,922,,,,0.1985
2009,9/22/2009,PBC,Outer,PB3,86,Palm Beach 3,862,940,,,,0.1277
2009,9/22/2009,PBC,Outer,PB3,86,Palm Beach 3,863,1228,,,,0.206
2009,9/22/2009,PBC,Outer,PB3,86,Palm Beach 3,864,1103,,,,0.2013
2009,7/6/2009,BC,Nearshore,BC1,87,Broward County 1,871,1061,,,,0.0434
2009,7/6/2009,BC,Nearshore,BC1,87,Broward County 1,872,1089,,,,0.0735
2009,7/6/2009,BC,Nearshore,BC1,87,Broward County 1,873,1121,,,,0.066
2009,7/6/2009,BC,Nearshore,BC1,87,Broward County 1,874,1136,,,,0.0704
2009,7/6/2009,BC,Middle,BC2,88,Broward County 2,881,1138,,,,0.0518
2009,7/6/2009,BC,Middle,BC2,88,Broward County 2,882,1136,,,,0.0405
2009,7/6/2009,BC,Middle,BC2,88,Broward County 2,883,1140,,,,0.0588
2009,7/6/2009,BC,Middle,BC2,88,Broward County 2,884,1110,,,,0.0495
2009,7/14/2009,BC,Outer,BC3,89,Broward County 3,891,1048,,,,0.1164
2009,7/14/2009,BC,Outer,BC3,89,Broward County 3,892,1064,,,,0.1034
2009,7/14/2009,BC,Outer,BC3,89,Broward County 3,893,956,,,,0.1172
2009,7/14/2009,BC,Outer,BC3,89,Broward County 3,894,1002,,,,0.1667
2009,6/19/2009,BC,Nearshore,BCA,90,Broward County A,901,2647,,,,0.0257
2009,6/19/2009,BC,Nearshore,BCA,90,Broward County A,902,2700,,,,0.0167
2009,6/19/2009,BC,Nearshore,BCA,90,Broward County A,903,2666,,,,0.0251
2009,6/19/2009,BC,Nearshore,BCA,90,Broward County A,904,2697,,,,0.0108
2009,6/8/2009,DC,Inner,DC1,91,Dade County 1,911,1227,,,,0.088
2009,6/8/2009,DC,Inner,DC1,91,Dade County 1,912,1107,,,,0.084
2009,6/8/2009,DC,Inner,DC1,91,Dade County 1,913,957,,,,0.0794
2009,6/8/2009,DC,Inner,DC1,91,Dade County 1,914,988,,,,0.0709
2009,6/8/2009,DC,Middle,DC2,92,Dade County 2,921,1035,,,,0.1005
2009,6/8/2009,DC,Middle,DC2,92,Dade County 2,922,1018,,,,0.0933
2009,6/9/2009,DC,Middle,DC2,92,Dade County 2,923,975,,,,0.1303
2009,6/9/2009,DC,Middle,DC2,92,Dade County 2,924,1005,,,,0.1194
2009,6/8/2009,DC,Outer,DC3,93,Dade County 3,931,1198,,,,0.0618
2009,6/8/2009,DC,Outer,DC3,93,Dade County 3,932,1184,,,,0.0439
2009,6/8/2009,DC,Outer,DC3,93,Dade County 3,933,1198,,,,0.0718
2009,6/8/2009,DC,Outer,DC3,93,Dade County 3,934,1149,,,,0.0505
2009,6/3/2009,MC,Nearshore,MC1,94,Martin County 1,941,925,,,,0
2009,6/3/2009,MC,Nearshore,MC1,94,Martin County 1,942,885,,,,0
2009,6/3/2009,MC,Nearshore,MC1,94,Martin County 1,943,912,,,,0
2009,6/3/2009,MC,Nearshore,MC1,94,Martin County 1,944,910,,,,0
2009,6/3/2009,MC,Nearshore,MC2,95,Martin County 2,951,938,,,,0
2009,6/3/2009,MC,Nearshore,MC2,95,Martin County 2,952,898,,,,0
2009,6/3/2009,MC,Nearshore,MC2,95,Martin County 2,953,914,,,,0
2009,6/3/2009,MC,Nearshore,MC2,95,Martin County 2,954,883,,,,0
2010,6/7/2010,DC,Inner,DC5,0,Dade County 5,1,908,0.0969,0.0242,0,0.1211
2010,6/7/2010,DC,Inner,DC5,0,Dade County 5,2,986,0.1755,0.0132,0.0041,0.1928
2010,6/7/2010,DC,Inner,DC5,0,Dade County 5,3,1013,0.1688,0,0.001,0.1698
2010,6/7/2010,DC,Inner,DC5,0,Dade County 5,4,1031,0.1804,0.0039,0,0.1843
2010,7/1/2010,PBC,Nearshore,PB1,84,Palm Beach 1,841,686,0,0,0,0
2010,7/1/2010,PBC,Nearshore,PB1,84,Palm Beach 1,842,644,0,0,0,0
2010,7/1/2010,PBC,Nearshore,PB1,84,Palm Beach 1,843,686,0,0,0,0
2010,7/1/2010,PBC,Nearshore,PB1,84,Palm Beach 1,844,607,0,0,0,0
2010,6/30/2010,PBC,Outer,PB2,85,Palm Beach 2,851,1015,0.4483,0.003,0.001,0.4523
